Scores	Trial Num	EIG	AIG
0.5625	10	0.2453383006159266	0.6758283966273155	
0.5625	9	0.23691553402725982	0.7509204406970171	
0.5625	10	0.18250272928016745	0.6758283966273156	
0.5625	9	0.19316435443922858	0.7509204406970171	
0.734375	8	0.15029125798871423	0.8447854957841443	
0.734375	8	0.15029125798871426	0.8447854957841443	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.5	8	0.20473805652205507	0.8447854957841443	
0.5	9	0.20914854700749402	0.7509204406970172	
0.5	8	0.20473805652205507	0.8447854957841443	
0.5	9	0.20914854700749402	0.7509204406970172	
0.5	9	0.25556683072099784	0.7509204406970172	
0.734375	7	0.1828990449051365	0.8665570204977451	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.734375	7	0.13950134144093704	0.8665570204977451	
0.734375	7	0.1828990449051365	0.8665570204977451	
0.734375	7	0.1828990449051365	0.8665570204977451	
0.59375	8	0.20664020674496425	0.8447854957841443	
0.59375	8	0.20664020674496425	0.8447854957841443	
0.59375	6	0.24738575373928953	0.8583187530384886	
0.59375	6	0.1601228051951291	0.8758038970703549	
0.59375	6	0.1601228051951291	0.8758038970703549	
0.5	9	0.19416905695438885	0.7509204406970171	
0.5	9	0.23973999578390467	0.7509204406970171	
0.5	9	0.23973999578390467	0.7509204406970171	
0.5	9	0.19416905695438885	0.7509204406970171	
0.5	10	0.24788031619690704	0.635272256216485	
0.625	8	0.11692944716148415	0.7582373929355269	
0.625	8	0.11692944716148415	0.7582373929355269	
0.625	8	0.11692944716148415	0.7582373929355269	
0.625	8	0.11692944716148415	0.7582373929355269	
0.625	8	0.11692944716148415	0.7582373929355269	
0.65625	9	0.11221996496037624	0.7509204406970171	
0.65625	9	0.11221996496037624	0.7509204406970171	
0.65625	9	0.1694052028634321	0.7509204406970171	
0.65625	9	0.1694052028634321	0.7509204406970171	
0.65625	9	0.1694052028634321	0.7509204406970171	
0.75	6	0.15019728167776283	1.1263806610455258	
0.75	6	0.20310218572586555	1.1263806610455258	
0.75	6	0.20310218572586555	1.1263806610455258	
0.75	6	0.20310218572586555	1.1263806610455258	
0.75	6	0.15019728167776283	1.1263806610455258	
0.640625	9	0.11213566958238376	0.7509204406970171	
0.640625	9	0.11213566958238376	0.7509204406970171	
0.640625	10	0.16136095747131607	0.6758283966273154	
0.640625	9	0.11213566958238376	0.7509204406970171	
0.640625	9	0.11213566958238376	0.7509204406970171	
0.640625	7	0.13831213666643585	0.8665570204977452	
0.640625	7	0.13106699193653046	0.965469138039022	
0.640625	7	0.18842614989216028	0.8665570204977451	
0.640625	7	0.18842614989216028	0.8665570204977451	
0.640625	6	0.1270864948234848	1.1263806610455258	
0.875	6	0.1296756173596141	1.1263806610455258	
0.875	6	0.1296756173596141	1.1263806610455258	
0.875	6	0.1296756173596141	1.1263806610455258	
0.875	6	0.1296756173596141	1.1263806610455258	
0.875	6	0.1296756173596141	1.1263806610455258	
0.546875	9	0.28989423948465765	0.7509204406970172	
0.546875	9	0.28989423948465765	0.7509204406970172	
0.546875	8	0.2109826208623093	0.8447854957841443	
0.546875	7	0.1916669365005721	0.8665570204977451	
0.546875	7	0.1916669365005721	0.8665570204977451	
0.640625	10	0.24284866561658758	0.6758283966273155	
0.640625	10	0.24284866561658758	0.6758283966273155	
0.640625	10	0.24284866561658758	0.6758283966273155	
0.640625	11	0.252243551596395	0.6143894514793777	
0.640625	8	0.1402827752650318	0.8447854957841443	
0.71875	7	0.19876872114654418	0.965469138039022	
0.71875	7	0.1553710176823447	0.965469138039022	
0.71875	7	0.1553710176823447	0.965469138039022	
0.71875	7	0.19876872114654418	0.965469138039022	
0.71875	7	0.19876872114654418	0.965469138039022	
0.796875	7	0.12420034627307452	0.965469138039022	
0.796875	8	0.13463973384352543	0.8447854957841443	
0.796875	7	0.12420034627307452	0.965469138039022	
0.796875	7	0.12420034627307452	0.965469138039022	
0.796875	7	0.12420034627307452	0.965469138039022	
0.703125	6	0.13340001303650936	1.0109831905807025	
0.703125	6	0.13340001303650936	1.0109831905807025	
0.703125	6	0.12195829122951175	1.1263806610455258	
0.703125	6	0.12512115222946738	1.0109831905807025	
0.703125	6	0.12512115222946738	1.0109831905807025	
0.765625	7	0.11970909424469044	0.8665570204977451	
0.765625	7	0.11261292783865444	0.8665570204977451	
0.765625	7	0.11970909424469044	0.8665570204977451	
0.765625	7	0.11970909424469044	0.8665570204977451	
0.765625	7	0.11261292783865444	0.8665570204977451	
0.5625	8	0.17278275221551065	0.8447854957841443	
0.5625	10	0.24534744195624625	0.6758283966273156	
0.5625	8	0.22013619959669042	0.6568470419084507	
0.5625	8	0.22013619959669042	0.6568470419084507	
0.5625	9	0.16320112450807808	0.7509204406970172	
0.796875	6	0.1999863189372225	1.0587870936941415	
0.796875	7	0.12236448780877118	0.965469138039022	
0.796875	6	0.1999863189372225	1.0587870936941415	
0.796875	7	0.12236448780877118	0.965469138039022	
0.796875	7	0.12236448780877118	0.965469138039022	
0.5625	7	0.12636556196232424	0.8665570204977451	
0.5625	7	0.1263655619623242	0.8665570204977451	
0.5625	7	0.1263655619623242	0.8665570204977451	
0.5625	8	0.12498526264069257	0.8447854957841443	
0.5625	9	0.1783381119682047	0.7509204406970171	
0.78125	6	0.13079881896818754	1.1263806610455258	
0.78125	6	0.2031753901705541	1.1263806610455258	
0.78125	6	0.2031753901705541	1.1263806610455258	
0.78125	6	0.13079881896818754	1.1263806610455258	
0.78125	6	0.2031753901705541	1.1263806610455258	
0.546875	8	0.2109826208623093	0.8447854957841443	
0.546875	8	0.2109826208623093	0.8447854957841443	
0.546875	7	0.1916669365005721	0.8665570204977451	
0.546875	8	0.2828569679959312	0.7940903202706062	
0.546875	8	0.2828569679959312	0.7940903202706062	
0.5	8	0.31331581155794497	0.8447854957841443	
0.5	7	0.22924203940250837	0.9654691380390223	
0.5	6	0.1712844872489071	1.1263806610455258	
0.5	6	0.1712844872489071	1.1263806610455258	
0.5	6	0.2097503107371815	1.0109831905807027	
0.625	9	0.23136602719682298	0.7058580624627611	
0.625	6	0.1389142685025823	1.0109831905807025	
0.625	11	0.25224355159639505	0.6143894514793776	
0.625	6	0.14352760803214717	1.1263806610455258	
0.625	6	0.14352760803214717	1.1263806610455258	
0.65625	10	0.1970830810663145	0.6758283966273154	
0.65625	9	0.18886281694002002	0.7509204406970171	
0.65625	9	0.18886281694002002	0.7509204406970171	
0.65625	9	0.18051537769651949	0.705860676193568	
0.65625	9	0.18051537769651949	0.705860676193568	
0.59375	7	0.21576113527426224	0.907535155106016	
0.59375	7	0.21576113527426216	0.907535155106016	
0.59375	7	0.21576113527426216	0.907535155106016	
0.59375	7	0.21576113527426216	0.907535155106016	
0.59375	7	0.21576113527426216	0.907535155106016	
0.875	7	0.12002230666187941	0.9654691380390223	
0.875	7	0.11292614025584342	0.9654691380390223	
0.875	7	0.11292614025584342	0.9654691380390223	
0.875	7	0.11292614025584342	0.9654691380390223	
0.875	7	0.12002230666187941	0.9654691380390223	
0.65625	6	0.13226149947943663	1.1263806610455258	
0.65625	6	0.12524984638650954	1.1263806610455258	
0.65625	6	0.2339002090195983	1.1263806610455258	
0.65625	6	0.23493767816282227	1.1263806610455258	
0.65625	6	0.23310102972584704	1.126380661045526	
0.578125	8	0.19686506081240146	0.6568499823556084	
0.578125	8	0.2349050361055845	0.8447854957841443	
0.578125	8	0.19686506081240146	0.6568499823556084	
0.578125	8	0.2349050361055845	0.8447854957841443	
0.578125	8	0.2349050361055845	0.8447854957841443	
0.578125	8	0.136685745245401	0.8447854957841443	
0.578125	8	0.17498066549249292	0.8447854957841443	
0.578125	8	0.17498066549249292	0.8447854957841443	
0.578125	8	0.17498066549249292	0.8447854957841443	
0.578125	8	0.17498066549249292	0.8447854957841443	
0.578125	7	0.15373347166222825	0.965469138039022	
0.578125	7	0.15373347166222825	0.965469138039022	
0.578125	8	0.2069585785157454	0.8447854957841443	
0.578125	8	0.2069585785157454	0.8447854957841443	
0.578125	8	0.2069585785157454	0.8447854957841443	
0.859375	5	0.22667648869994514	1.351656793254631	
0.859375	5	0.14327954044853622	1.27054451243297	
0.859375	5	0.22667648869994514	1.351656793254631	
0.859375	5	0.14327954044853622	1.27054451243297	
0.859375	6	0.1266119589444983	1.1263806610455258	
0.578125	10	0.17678853508304035	0.6758283966273154	
0.578125	10	0.17678853508304035	0.6758283966273154	
0.578125	9	0.1579658821595482	0.6739887937204684	
0.578125	9	0.23066541431136361	0.7058580624627611	
0.578125	8	0.1780373109544196	0.7940903202706062	
0.796875	7	0.14146756054151327	0.9654691380390223	
0.796875	7	0.13545884271467976	0.9075317945949786	
0.796875	7	0.18395636571179913	0.965469138039022	
0.796875	7	0.18395636571179913	0.965469138039022	
0.796875	7	0.13545884271467976	0.9075317945949786	
0.5625	8	0.20808856881221638	0.8447854957841443	
0.5625	8	0.20808856881221638	0.8447854957841443	
0.5625	6	0.162053954618132	0.8757999764741445	
0.5625	8	0.20808856881221638	0.8447854957841443	
0.5625	7	0.18835944844332309	0.8665570204977452	
0.65625	8	0.11515309399052769	0.6568529228027662	
0.65625	8	0.11515309399052769	0.6568529228027662	
0.65625	8	0.11515309399052769	0.6568529228027662	
0.65625	8	0.11515309399052769	0.6568529228027662	
0.65625	8	0.11515309399052769	0.6568529228027662	
0.484375	11	0.27375618874938423	0.6143894514793776	
0.484375	10	0.26651256648487565	0.6758283966273154	
0.484375	8	0.2715161006309322	0.7940903202706062	
0.484375	9	0.2576592503838097	0.705858062462761	
0.484375	8	0.2497237566925449	0.7581164541844092	
0.59375	9	0.1579658821595482	0.6739887937204684	
0.59375	10	0.17678853508304035	0.6758283966273154	
0.59375	9	0.1579658821595482	0.6739887937204684	
0.59375	8	0.17383820928528457	0.7945281929453781	
0.59375	8	0.17383820928528457	0.7945281929453781	
0.78125	8	0.13463973384352543	0.8447854957841443	
0.78125	8	0.13463973384352543	0.8447854957841443	
0.78125	8	0.13463973384352543	0.8447854957841443	
0.78125	7	0.12166764061242984	0.866557020497745	
0.78125	8	0.13463973384352546	0.8447854957841443	
0.484375	7	0.18782585690663037	0.8665570204977451	
0.484375	7	0.27600236036920067	0.866557020497745	
0.484375	7	0.2724239015862662	0.9075317945949785	
0.484375	8	0.2847761167473593	0.8447854957841443	
0.484375	8	0.2847761167473593	0.8447854957841443	
0.703125	6	0.12463236605038669	1.1263806610455258	
0.703125	7	0.11705111034101771	0.9654691380390222	
0.703125	7	0.11597886548879931	0.9654691380390222	
0.703125	7	0.12414727674705368	0.9654691380390222	
0.703125	7	0.12414727674705368	0.9654691380390222	
0.546875	9	0.28989423948465765	0.7509204406970172	
0.546875	7	0.1916669365005721	0.965469138039022	
0.546875	9	0.28989423948465765	0.7509204406970172	
0.546875	7	0.1916669365005721	0.965469138039022	
0.546875	7	0.1916669365005721	0.965469138039022	
0.625	11	0.252243551596395	0.6143894514793777	
0.625	9	0.163000715782901	0.7509204406970172	
0.625	10	0.24284866561658758	0.6758283966273155	
0.625	8	0.17255729239968645	0.8447854957841443	
0.625	9	0.23136602719682292	0.7058580624627611	
0.65625	9	0.11526454231010858	0.7509204406970171	
0.65625	10	0.16136095747131607	0.6758283966273154	
0.65625	9	0.1694052028634321	0.7509204406970172	
0.65625	9	0.11526454231010858	0.7509204406970171	
0.65625	9	0.1694052028634321	0.7509204406970172	
0.4375	6	0.17040061380487895	1.1263806610455258	
0.4375	9	0.2581348547655729	0.7509204406970172	
0.4375	9	0.25394984270703963	0.7509204406970172	
0.4375	9	0.25394984270703963	0.7509204406970172	
0.4375	7	0.2284844335933414	0.965469138039022	
0.703125	7	0.12473012538193311	0.8665570204977451	
0.703125	7	0.12473012538193311	0.8665570204977451	
0.703125	7	0.12473012538193311	0.8665570204977451	
0.703125	7	0.12473012538193311	0.8665570204977451	
0.703125	7	0.12473012538193311	0.8665570204977451	
0.640625	6	0.13312239587526503	1.0109831905807025	
0.640625	6	0.13312239587526503	1.0109831905807025	
0.640625	8	0.16547156660177254	0.8447854957841443	
0.640625	9	0.15670229285142195	0.7509204406970172	
0.640625	6	0.12484353506822306	1.0109831905807025	
0.515625	7	0.22848022871661364	0.965469138039022	
0.515625	7	0.22848022871661364	0.965469138039022	
0.515625	8	0.215272681169169	0.794093260717764	
0.515625	6	0.16570011573799898	1.1263806610455258	
0.515625	7	0.22848022871661364	0.965469138039022	
0.421875	7	0.3379663117782693	0.9654691380390222	
0.421875	7	0.34558880462606156	0.965469138039022	
0.421875	7	0.34558880462606156	0.965469138039022	
0.421875	7	0.34558880462606156	0.965469138039022	
0.421875	7	0.3039411714089697	0.9075317945949785	
0.46875	8	0.28709695976378746	0.8447854957841443	
0.46875	7	0.30861915443844146	0.9654691380390222	
0.46875	7	0.30861915443844146	0.9654691380390222	
0.46875	7	0.30861915443844146	0.9654691380390222	
0.46875	7	0.3104083838299088	0.9654691380390222	
0.71875	6	0.2069176683692643	1.1263806610455258	
0.71875	6	0.2069176683692643	1.1263806610455258	
0.71875	6	0.2069176683692643	1.1263806610455258	
0.71875	6	0.2069176683692643	1.1263806610455258	
0.71875	6	0.2069176683692643	1.1263806610455258	
0.71875	7	0.13950134144093704	0.8665570204977451	
0.71875	7	0.13950134144093704	0.8665570204977451	
0.71875	7	0.18289904490513648	0.866557020497745	
0.71875	7	0.18289904490513648	0.866557020497745	
0.71875	7	0.18289904490513648	0.866557020497745	
0.484375	7	0.27865475238797577	0.9654691380390222	
0.484375	8	0.31331581155794497	0.8447854957841443	
0.484375	8	0.31331581155794497	0.8447854957841443	
0.484375	7	0.30861915443844146	0.9075317945949786	
0.484375	9	0.2908798753360253	0.7509204406970172	
0.46875	7	0.2292420394025084	0.9654691380390223	
0.46875	7	0.3086191544384415	0.9075317945949786	
0.46875	8	0.2851093894523416	0.7940903202706062	
0.46875	7	0.30861915443844146	0.9654691380390222	
0.46875	8	0.31331581155794497	0.8447854957841443	
0.734375	8	0.15029125798871423	0.8447854957841443	
0.734375	7	0.15527608477784155	0.8665570204977451	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.734375	8	0.18826424851988877	0.8447854957841443	
0.734375	8	0.15029125798871423	0.8447854957841443	
0.4375	7	0.3379663117782693	0.9654691380390222	
0.4375	6	0.34548820349799353	1.1263806610455258	
0.4375	8	0.3092225764071572	0.8447854957841443	
0.4375	8	0.3092225764071572	0.8447854957841443	
0.4375	7	0.3379663117782693	0.9654691380390222	
0.5625	8	0.14032721364727913	0.6568499823556084	
0.5625	7	0.19129694275158912	0.7506823336096577	
0.5625	7	0.19129694275158912	0.7506823336096577	
0.5625	11	0.2522379654069446	0.6143894514793777	
0.5625	8	0.22013619959669045	0.6568470419084506	
0.71875	6	0.20253610668292335	1.0115457879660827	
0.71875	6	0.13062408715456994	1.0109831905807025	
0.71875	8	0.17845579046017518	0.8447854957841443	
0.71875	6	0.20253610668292335	1.0115457879660827	
0.71875	6	0.20253610668292335	1.0115457879660827	
0.703125	7	0.13083839213044732	0.965469138039022	
0.703125	7	0.13083839213044732	0.965469138039022	
0.703125	7	0.19224157548220508	0.965469138039022	
0.703125	7	0.19224157548220508	0.965469138039022	
0.703125	7	0.19224157548220508	0.965469138039022	
0.359375	7	0.3039411714089697	0.9075317945949786	
0.359375	6	0.3365952951755693	1.0587870936941417	
0.359375	9	0.2818764400637059	0.7509204406970171	
0.359375	6	0.3365952951755693	1.0587870936941417	
0.359375	8	0.30922257640715717	0.8447854957841443	
0.5625	7	0.19619188084900177	0.7506823336096576	
0.5625	7	0.14800994376137364	0.7506856941206953	
0.5625	7	0.14800994376137364	0.7506856941206953	
0.5625	8	0.14032721364727913	0.6568499823556084	
0.5625	8	0.14032721364727913	0.6568499823556084	
0.609375	6	0.23760540456014476	1.126380661045526	
0.609375	6	0.23760540456014476	1.126380661045526	
0.609375	6	0.23760540456014476	1.126380661045526	
0.609375	6	0.2385196682050403	1.1263806610455258	
0.609375	6	0.23760540456014476	1.126380661045526	
0.5	10	0.2497369906100496	0.6758283966273155	
0.5	11	0.258505665226815	0.6143894514793777	
0.5	11	0.258505665226815	0.6143894514793777	
0.5	11	0.258505665226815	0.6143894514793777	
0.5	8	0.28709695976378746	0.8447854957841443	
0.484375	6	0.18390323991170496	1.0109831905807025	
0.484375	6	0.1839032399117049	1.0109831905807025	
0.484375	7	0.2070874072663856	0.965469138039022	
0.484375	7	0.2070874072663856	0.965469138039022	
0.484375	7	0.2070874072663856	0.965469138039022	
0.578125	9	0.23344550794396246	0.7058580624627611	
0.578125	8	0.141506137940078	0.6568499823556084	
0.578125	8	0.141506137940078	0.6568499823556084	
0.578125	10	0.24472019828901317	0.6758283966273155	
0.578125	8	0.141506137940078	0.6568499823556084	
0.5625	8	0.1415803087515919	0.6568499823556084	
0.5625	9	0.23344550794396243	0.7509204406970172	
0.5625	9	0.23344550794396243	0.7509204406970172	
0.5625	8	0.1415803087515919	0.6568499823556084	
0.5625	9	0.23344550794396243	0.7509204406970172	
0.671875	6	0.2339002090195983	1.1263806610455258	
0.671875	6	0.2339002090195983	1.1263806610455258	
0.671875	6	0.2339002090195983	1.1263806610455258	
0.671875	6	0.23493767816282227	1.1263806610455258	
0.671875	6	0.23493767816282227	1.1263806610455258	
0.671875	7	0.134711338695725	0.965469138039022	
0.671875	7	0.12761517228968902	0.965469138039022	
0.671875	7	0.134711338695725	0.965469138039022	
0.671875	7	0.134711338695725	0.965469138039022	
0.671875	7	0.134711338695725	0.965469138039022	
0.65625	6	0.23798809647089184	1.1263806610455258	
0.65625	6	0.23798809647089184	1.1263806610455258	
0.65625	7	0.1262893961578711	0.965469138039022	
0.65625	6	0.23798809647089184	1.1263806610455258	
0.65625	6	0.23798809647089184	1.1263806610455258	
0.5	9	0.25556683072099784	0.7509204406970172	
0.5	9	0.25556683072099784	0.7509204406970172	
0.5	8	0.24423863313681388	0.7940903202706062	
0.5	9	0.25556683072099784	0.7509204406970172	
0.5	9	0.21337113936624438	0.6739887937204684	
0.4375	9	0.2604424961038698	0.6738812926083637	
0.4375	6	0.17128448724890707	1.1263806610455258	
0.4375	11	0.2737561887493842	0.6143894514793776	
0.4375	6	0.20975031073718145	1.0109831905807027	
0.4375	6	0.17128448724890707	1.1263806610455258	
0.671875	8	0.18827499364178585	0.8447854957841443	
0.671875	8	0.18827499364178585	0.8447854957841443	
0.671875	8	0.1503020031106113	0.8447854957841443	
0.671875	8	0.18827499364178585	0.8447854957841443	
0.671875	8	0.18827499364178585	0.8447854957841443	
0.59375	9	0.23691553402725982	0.6739887937204684	
0.59375	9	0.13556059753753957	0.7509204406970172	
0.59375	9	0.23691553402725982	0.6739887937204684	
0.59375	11	0.25450685614124874	0.6143894514793777	
0.59375	9	0.23691553402725982	0.6739887937204684	
0.65625	10	0.22424089592947608	0.6758283966273154	
0.65625	8	0.18804694760701407	0.8447854957841443	
0.65625	10	0.22424089592947608	0.6758283966273154	
0.65625	10	0.22424089592947608	0.6758283966273154	
0.65625	10	0.22424089592947608	0.6758283966273154	
0.625	8	0.18326408672390582	0.8447854957841443	
0.625	6	0.14352760803214717	1.1263806610455258	
0.625	8	0.18326408672390582	0.8447854957841443	
0.625	8	0.18326408672390582	0.8447854957841443	
0.625	6	0.1389142685025823	1.0109831905807025	
0.53125	8	0.21195039842610652	0.8447854957841443	
0.53125	9	0.20460098055246553	0.7509204406970171	
0.53125	8	0.2122387834444941	0.794093260717764	
0.53125	9	0.20460098055246553	0.7509204406970171	
0.53125	9	0.20460098055246553	0.7509204406970171	
0.734375	6	0.1555484628519894	1.1263806610455258	
0.734375	5	0.1728104589666085	1.2705492171484223	
0.734375	5	0.1728104589666085	1.2705492171484223	
0.734375	5	0.1728104589666085	1.2705492171484223	
0.734375	6	0.1555484628519894	1.1263806610455258	
0.59375	9	0.16296073517104126	0.6739887937204685	
0.59375	9	0.13418645792728212	0.7509204406970172	
0.59375	10	0.18128390279338408	0.6758283966273156	
0.59375	10	0.24534744195624625	0.6758283966273156	
0.59375	9	0.16296073517104126	0.6739887937204685	
0.59375	7	0.21095099324185146	0.9654691380390223	
0.59375	7	0.15864779798577083	0.965469138039022	
0.59375	7	0.15864779798577083	0.965469138039022	
0.59375	7	0.21095099324185146	0.9654691380390223	
0.59375	7	0.21095099324185146	0.9654691380390223	
0.59375	7	0.1428575217973907	0.965469138039022	
0.59375	7	0.15864779798577083	0.965469138039022	
0.59375	7	0.1428575217973907	0.965469138039022	
0.59375	7	0.2267412694302316	0.9654691380390223	
0.59375	7	0.2267412694302316	0.9654691380390223	
0.59375	8	0.18714917860858601	0.7660247277142954	
0.59375	8	0.17662533237402192	0.7582373929355269	
0.59375	9	0.1763145189037388	0.705860676193568	
0.59375	8	0.18940022278756374	0.8447854957841443	
0.59375	8	0.136685745245401	0.8447854957841443	
0.453125	9	0.2234240827709701	0.7509204406970171	
0.453125	9	0.2234240827709701	0.7509204406970171	
0.453125	9	0.2183444219816568	0.6739887937204684	
0.453125	9	0.21834442198165682	0.6739887937204684	
0.453125	9	0.2234240827709701	0.7509204406970171	
0.625	9	0.163000715782901	0.7509204406970172	
0.625	9	0.16798289141207112	0.6739887937204684	
0.625	9	0.163000715782901	0.7509204406970172	
0.625	9	0.163000715782901	0.7509204406970172	
0.625	9	0.163000715782901	0.7509204406970172	
0.4375	8	0.2528674738038278	0.7940903202706061	
0.4375	9	0.2387169245023491	0.7509204406970171	
0.4375	9	0.2387169245023491	0.7509204406970171	
0.4375	8	0.2528674738038278	0.7940903202706061	
0.4375	7	0.3455888046260615	0.965469138039022	
0.78125	7	0.12166764061242984	0.8665570204977451	
0.78125	7	0.12166764061242984	0.8665570204977451	
0.78125	7	0.12166764061242984	0.8665570204977451	
0.78125	7	0.12166764061242984	0.8665570204977451	
0.78125	7	0.12166764061242984	0.8665570204977451	
0.734375	6	0.15019728167776283	1.1263806610455258	
0.734375	6	0.15019728167776283	1.1263806610455258	
0.734375	6	0.2030621889254257	1.1263806610455258	
0.734375	6	0.15019728167776283	1.1263806610455258	
0.734375	6	0.15019728167776283	1.1263806610455258	
0.734375	6	0.12467315997259919	0.8758038970703549	
0.734375	6	0.12254358348207704	0.8758038970703549	
0.734375	6	0.12467315997259919	0.8758038970703549	
0.734375	6	0.12254358348207704	0.8758038970703549	
0.734375	7	0.11946494401631753	0.8665570204977451	
0.765625	8	0.13463973384352543	0.8447854957841443	
0.765625	8	0.13463973384352543	0.8447854957841443	
0.765625	7	0.1293841729258541	0.8665570204977452	
0.765625	8	0.13463973384352543	0.8447854957841443	
0.765625	7	0.1293841729258541	0.8665570204977452	
0.59375	9	0.20700168891319748	0.6739887937204684	
0.59375	9	0.17037429324010658	0.7509204406970171	
0.59375	8	0.18960284860303844	0.6568499823556084	
0.59375	9	0.17037429324010658	0.7509204406970171	
0.59375	9	0.20643625408736463	0.6739887937204684	
0.640625	9	0.12875137109818657	0.7509204406970172	
0.640625	6	0.1389142685025823	1.0109831905807025	
0.640625	11	0.25224355159639505	0.6143894514793776	
0.640625	6	0.1389142685025823	1.0109831905807025	
0.640625	8	0.18873363204989052	0.7594219826965853	
0.484375	7	0.26442651501907555	0.8664188047821819	
0.484375	7	0.22848022871661364	0.965469138039022	
0.484375	7	0.26442651501907555	0.8664188047821819	
0.484375	7	0.26442651501907555	0.8664188047821819	
